original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id,notes
LEIOMYOSARCOMA LMS,http://purl.obolibrary.org/obo/NCIT_C3158,NCIT,Leiomyosarcoma,NCIT_C3158,
POORLY DIFFERENTIATED OR PLEOMORPHIC OR EPITHELIOID LEIOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C3158,NCIT,Leiomyosarcoma,NCIT_C3158,
SARC_LMS,http://purl.obolibrary.org/obo/NCIT_C3158,NCIT,Leiomyosarcoma,NCIT_C3158,
LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3161,NCIT,Leukemia,NCIT_C3161,
LEUKEMIA_OTHER,http://purl.obolibrary.org/obo/NCIT_C3161,NCIT,Leukemia,NCIT_C3161,
LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3161,NCIT,Leukemia,NCIT_C3161,
CLL,http://purl.obolibrary.org/obo/NCIT_C3163,NCIT,Chronic Lymphocytic Leukemia,NCIT_C3163,
ACUTE LYMPHOID LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3167,NCIT,Acute Lymphoblastic Leukemia,NCIT_C3167,
ALL,http://purl.obolibrary.org/obo/NCIT_C3167,NCIT,Acute Lymphoblastic Leukemia,NCIT_C3167,
ACUTE LYMPHOBLASTIC LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3167,NCIT,Acute Lymphoblastic Leukemia,NCIT_C3167,
ACUTE_LYMPHOBLASTIC_LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3167,NCIT,Acute Lymphoblastic Leukemia,NCIT_C3167,
ALL CELLS WERE TAKEN WHEN PATIENT WAS IN RELAPSE,http://purl.obolibrary.org/obo/NCIT_C3167<;>http://purl.obolibrary.org/obo/NCIT_C38155,NCIT,Acute Lymphoblastic Leukemia<;>Recurrent Disease,NCIT_C3167<;>NCIT_C38155,
ACUTE MEGAKARYOBLASTIC LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3170,NCIT,Acute Megakaryoblastic Leukemia,NCIT_C3170,
ACUTE MEGAKARYOBLASTIC LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3170,NCIT,Acute Megakaryoblastic Leukemia,NCIT_C3170,
M7,http://purl.obolibrary.org/obo/NCIT_C3170,NCIT,Acute Megakaryoblastic Leukemia,NCIT_C3170,
"ACUTE MYELOGENOUS LEUKEMIA AML, M7 MEGAKARYOBLASTIC",http://purl.obolibrary.org/obo/NCIT_C3170,NCIT,Acute Megakaryoblastic Leukemia,NCIT_C3170,
 ACUTE MEGAKARYOBLASTIC LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3170,NCIT,Acute Megakaryoblastic Leukemia,NCIT_C3170,
M7DOWN,http://purl.obolibrary.org/obo/NCIT_C3170<;>http://purl.obolibrary.org/obo/NCIT_C2993,NCIT,Acute Megakaryoblastic Leukemia<;>Down Syndrome,NCIT_C3170<;>NCIT_C2993,
ACUTE MYELOID LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
AML,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
ACUTE MYELOBLASTIC LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
ACUTE_MYELOID_LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
ACUTE MYELOID LEUKEMIAS,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
AMLM,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
ACUTE MYELOID LEUKAEMIA AML AND RELATED PRECURSOR NEOPLASMS,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
"ACUTE MYELOID LEUKAEMIA, NOS",http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
ACUTE MYELOGENOUS LEUKEMIA AML,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
LAML,http://purl.obolibrary.org/obo/NCIT_C3171,NCIT,Acute Myeloid Leukemia,NCIT_C3171,
AML-MDS,http://purl.obolibrary.org/obo/NCIT_C3171<;>http://purl.obolibrary.org/obo/NCIT_C3247,NCIT,Acute Myeloid Leukemia<;>Myelodysplastic Syndrome,NCIT_C3171<;>NCIT_C3247,
CHRONIC_MYELOID_LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3174,NCIT,Chronic Myelogenous Leukemia,NCIT_C3174,
CHRONIC MYELOGENOUS LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3174,NCIT,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT_C3174,
CML,http://purl.obolibrary.org/obo/NCIT_C3174,NCIT,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT_C3174,
CHRONIC MYELOGENOUS LEUKEMIA CML,http://purl.obolibrary.org/obo/NCIT_C3174,NCIT,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT_C3174,
"CHRONIC MYELOID LEUKEMIA, BCR-ABL1+",http://purl.obolibrary.org/obo/NCIT_C3174,NCIT,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT_C3174,
"CHRONIC MYELOGENOUS LEUKEMIA CML, BLAST CRISIS",http://purl.obolibrary.org/obo/NCIT_C3174<;>http://purl.obolibrary.org/obo/NCIT_C115160,NCIT,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive<;>Blastic Phase",NCIT_C3174<;>NCIT_C115160,
CHRONIC MYELOMONOCYTIC LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3178,NCIT,Chronic Myelomonocytic Leukemia,NCIT_C3178,
CMML,http://purl.obolibrary.org/obo/NCIT_C3178,NCIT,Chronic Myelomonocytic Leukemia,NCIT_C3178,
CHRONIC MYELOMONOCYTIC LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3178,NCIT,Chronic Myelomonocytic Leukemia,NCIT_C3178,
PLASMA_CELL_LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3180,NCIT,Plasma Cell Leukemia,NCIT_C3180,
ACUTE PROMYELOCYTIC LEUKAEMIA WITH T15;17Q22;Q12;  PML-RARA,http://purl.obolibrary.org/obo/NCIT_C3182,NCIT,Acute Promyelocytic Leukemia with PML-RARA,NCIT_C3182,
ACUTE PROMYELOCYTIC LEUKAEMIA WITH T15;17Q22;Q12; PML-RARA,http://purl.obolibrary.org/obo/NCIT_C3182,NCIT,Acute Promyelocytic Leukemia with PML-RARA,NCIT_C3182,
APL WITH PML-RARA,http://purl.obolibrary.org/obo/NCIT_C3182,NCIT,Acute Promyelocytic Leukemia with PML-RARA,NCIT_C3182,
M3,http://purl.obolibrary.org/obo/NCIT_C3182,NCIT,Acute Promyelocytic Leukemia with PML-RARA,NCIT_C3182,
PRO MYELOCYTIC LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3182,NCIT,Acute Promyelocytic Leukemia with PML-RARA,NCIT_C3182,
"ACUTE MYELOGENOUS LEUKEMIA AML, M3 PROMYELOCYTIC",http://purl.obolibrary.org/obo/NCIT_C3182,NCIT,Acute Promyelocytic Leukemia with PML-RARA,NCIT_C3182,
T-ALL,http://purl.obolibrary.org/obo/NCIT_C3183,NCIT,T Acute Lymphoblastic Leukemia,NCIT_C3183,
ACUTE_LYMPHOBLASTIC_T_CELL_LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3183,NCIT,T Acute Lymphoblastic Leukemia,NCIT_C3183,
T-CELL_ALL,http://purl.obolibrary.org/obo/NCIT_C3183,NCIT,T Acute Lymphoblastic Leukemia,NCIT_C3183,
"ACUTE LYMPHOBLASTIC LEUKEMIA ALL, T-CELL",http://purl.obolibrary.org/obo/NCIT_C3183,NCIT,T Acute Lymphoblastic Leukemia,NCIT_C3183,
T-CELL ACUTE LYMPHOID LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C3183,NCIT,T Acute Lymphoblastic Leukemia,NCIT_C3183,
TALL,http://purl.obolibrary.org/obo/NCIT_C3183,NCIT,T Acute Lymphoblastic Leukemia,NCIT_C3183,not specific enough
ADULT T-CELL LEUKEMIA/LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3184,NCIT,Adult T-Cell Leukemia/Lymphoma,NCIT_C3184,
ADULT_T_CELL_LYMPHOMA-LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C3184,NCIT,Adult T-Cell Leukemia/Lymphoma,NCIT_C3184,
ATL,http://purl.obolibrary.org/obo/NCIT_C3184,NCIT,Adult T-Cell Leukemia/Lymphoma,NCIT_C3184,
LIPOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C3194,NCIT,Liposarcoma,NCIT_C3194,
SARCOMA LIPO,http://purl.obolibrary.org/obo/NCIT_C3194,NCIT,Liposarcoma,NCIT_C3194,
SARC LS,http://purl.obolibrary.org/obo/NCIT_C3194,NCIT,Liposarcoma,NCIT_C3194,
MUCINOUS LIPOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C3194<;>http://purl.obolibrary.org/obo/NCIT_C14163,NCIT,Liposarcoma<;>Mucinous,NCIT_C3194<;>NCIT_C14163,
LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3208,NCIT,Lymphoma,NCIT_C3208,
MALIGNANT LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3208,NCIT,Lymphoma,NCIT_C3208,
"LYMPHATIC CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C3208,NCIT,Lymphoma,NCIT_C3208,
LYMPHOMA_UNSPECIFIED,http://purl.obolibrary.org/obo/NCIT_C3208,NCIT,Lymphoma,NCIT_C3208,
LYMPHOID CANCER,http://purl.obolibrary.org/obo/NCIT_C3208,NCIT,Lymphoma,NCIT_C3208,
FOLLICULAR LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3209,NCIT,Follicular Lymphoma,NCIT_C3209,
FL,http://purl.obolibrary.org/obo/NCIT_C3209,NCIT,Follicular Lymphoma,NCIT_C3209,
B_CELL_FOLLICULAR,http://purl.obolibrary.org/obo/NCIT_C3209,NCIT,Follicular Lymphoma,NCIT_C3209,
NON-HODGKIN LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3211,NCIT,Non-Hodgkin Lymphoma,NCIT_C3211,
NHL,http://purl.obolibrary.org/obo/NCIT_C3211,NCIT,Non-Hodgkin Lymphoma,NCIT_C3211,
NON_HODGKIN_LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3211,NCIT,Non-Hodgkin Lymphoma,NCIT_C3211,
NON-HODGKINS LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3211,NCIT,Non-Hodgkin Lymphoma,NCIT_C3211,
ARM,http://purl.obolibrary.org/obo/NCIT_C32141,NCIT,Arm,NCIT_C32141,
BASALOID,http://purl.obolibrary.org/obo/NCIT_C32190,NCIT,Basaloid Cell,NCIT_C32190,
BLADDER_TRANSITIONAL_CELL,http://purl.obolibrary.org/obo/NCIT_C32210,NCIT,Bladder Urothelial Cell,NCIT_C32210,
MEDULLOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C3222,NCIT,Medulloblastoma,NCIT_C3222,
MBL,http://purl.obolibrary.org/obo/NCIT_C3222,NCIT,Medulloblastoma,NCIT_C3222,
MELANOMA,http://purl.obolibrary.org/obo/NCIT_C3224,NCIT,Melanoma,NCIT_C3224,
MALIGNANT MELANOMA,http://purl.obolibrary.org/obo/NCIT_C3224,NCIT,Melanoma,NCIT_C3224,
MELANOTIC MELANOMA,http://purl.obolibrary.org/obo/NCIT_C3224,NCIT,Melanoma,NCIT_C3224,
MALIGNANT MELANOTIC MELANOMA,http://purl.obolibrary.org/obo/NCIT_C3224,NCIT,Melanoma,NCIT_C3224,
MALIGNANT_MELANOMA,http://purl.obolibrary.org/obo/NCIT_C3224,NCIT,Melanoma,NCIT_C3224,
MELANOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C3224,NCIT,Melanoma,NCIT_C3224,
MENINGIOMA,http://purl.obolibrary.org/obo/NCIT_C3230,NCIT,Meningioma,NCIT_C3230,
MENINGOTHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3230,NCIT,Meningioma,NCIT_C3230,
MESOTHELIOMA,http://purl.obolibrary.org/obo/NCIT_C3234,NCIT,Mesothelioma,NCIT_C3234,
MESO,http://purl.obolibrary.org/obo/NCIT_C3234,NCIT,Mesothelioma,NCIT_C3234,
METAPLASIA,http://purl.obolibrary.org/obo/NCIT_C3236,NCIT,Metaplasia,NCIT_C3236,
PLASMA CELL MYELOMA,http://purl.obolibrary.org/obo/NCIT_C3242,NCIT,Plasma Cell Myeloma,NCIT_C3242,
MULTIPLE MYELOMA,http://purl.obolibrary.org/obo/NCIT_C3242,NCIT,Plasma Cell Myeloma,NCIT_C3242,
MYELOMA,http://purl.obolibrary.org/obo/NCIT_C3242,NCIT,Plasma Cell Myeloma,NCIT_C3242,
PLASMA_CELL_MYELOMA,http://purl.obolibrary.org/obo/NCIT_C3242,NCIT,Plasma Cell Myeloma,NCIT_C3242,
MULTIPLE_MYELOMA,http://purl.obolibrary.org/obo/NCIT_C3242,NCIT,Plasma Cell Myeloma,NCIT_C3242,
"MULTIPLE MYELOMA, PLASMACYTOMA",http://purl.obolibrary.org/obo/NCIT_C3242<;>http://purl.obolibrary.org/obo/NCIT_C9349,NCIT,Plasma Cell Myeloma<;>Plasmacytoma,NCIT_C3242<;>NCIT_C9349,
MYCOSIS FUNGOIDES,http://purl.obolibrary.org/obo/NCIT_C3246,NCIT,Mycosis Fungoides,NCIT_C3246,
MYCOSIS_FUNGOIDES,ttp://purl.obolibrary.org/obo/NCIT_C3246,NCIT,Mycosis Fungoides,NCIT_C3246,
MYELODYSPLASTIC SYNDROMES,http://purl.obolibrary.org/obo/NCIT_C3247,NCIT,Myelodysplastic Syndrome,NCIT_C3247,
MDS,http://purl.obolibrary.org/obo/NCIT_C3247,NCIT,Myelodysplastic Syndrome,NCIT_C3247,
S_T_MDS,http://purl.obolibrary.org/obo/NCIT_C3247,NCIT,Myelodysplastic Syndrome,NCIT_C3247,
AML WITHOUT MATURATION,http://purl.obolibrary.org/obo/NCIT_C3249,NCIT,Acute Myeloid Leukemia without Maturation,NCIT_C3249,
M1AUER,http://purl.obolibrary.org/obo/NCIT_C3249<;>http://purl.obolibrary.org/obo/NCIT_C36250,NCIT,Acute Myeloid Leukemia without Maturation<;>Auer Rods Present,NCIT_C3249<;>NCIT_C36250,
AML WITH MATURATION,http://purl.obolibrary.org/obo/NCIT_C3250,NCIT,Acute Myeloid Leukemia with Maturation,NCIT_C3250,
M2,http://purl.obolibrary.org/obo/NCIT_C3250,NCIT,Acute Myeloid Leukemia with Maturation,NCIT_C3250,
"ACUTE MYELOGENOUS LEUKEMIA AML, M2 MYELOBLASTIC",http://purl.obolibrary.org/obo/NCIT_C3250,NCIT,Acute Myeloid Leukemia with Maturation,NCIT_C3250,
M2AUER,http://purl.obolibrary.org/obo/NCIT_C3250<;>http://purl.obolibrary.org/obo/NCIT_C36250,NCIT,Acute Myeloid Leukemia with Maturation<;>Auer Rods Present,NCIT_C3250<;>NCIT_C36250,
UNKNOWN TUMOR,http://purl.obolibrary.org/obo/NCIT_C3262,NCIT,Neoplasm,NCIT_C3262,
PARASPIL MASS,http://purl.obolibrary.org/obo/NCIT_C3262<;>http://purl.obolibrary.org/obo/NCIT_C129461,NCIT,Neoplasm<;>Paraspinal,NCIT_C3262<;>NCIT_C129461,
EMBRYONAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3264,NCIT,Embryonal Neoplasm,NCIT_C3264,
EMBT,http://purl.obolibrary.org/obo/NCIT_C3264,NCIT,Embryonal Neoplasm,NCIT_C3264,
WILMS' TUMOR,http://purl.obolibrary.org/obo/NCIT_C3267,NCIT,Wilms Tumor,NCIT_C3267,
WILMS TUMOR,http://purl.obolibrary.org/obo/NCIT_C3267,NCIT,Wilms Tumor,NCIT_C3267,
WT,http://purl.obolibrary.org/obo/NCIT_C3267,NCIT,Wilms Tumor,NCIT_C3267,
WILMS' TUMORS,http://purl.obolibrary.org/obo/NCIT_C3267,NCIT,Wilms Tumor,NCIT_C3267,
WILMS,http://purl.obolibrary.org/obo/NCIT_C3267,NCIT,Wilms Tumor,NCIT_C3267,
GINGIVAL,http://purl.obolibrary.org/obo/NCIT_C32677,NCIT,Gingiva,NCIT_C32677,
SCHWANNOMA,http://purl.obolibrary.org/obo/NCIT_C3269,NCIT,Schwannoma,NCIT_C3269,
NEUROBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C3270,NCIT,Neuroblastoma,NCIT_C3270,
NBL,http://purl.obolibrary.org/obo/NCIT_C3270,NCIT,Neuroblastoma,NCIT_C3270,
NEUROBLASTOMAÂ ,http://purl.obolibrary.org/obo/NCIT_C3270,NCIT,Neuroblastoma,NCIT_C3270,
OLIGODENDROGLIOMA,http://purl.obolibrary.org/obo/NCIT_C3288,NCIT,Oligodendroglioma,NCIT_C3288,
PAGET DISEASE OF THE NIPPLE,http://purl.obolibrary.org/obo/NCIT_C3301,NCIT,Nipple Paget Disease,NCIT_C3301,
EXTRAMAMMARY PAGET DISEASE,http://purl.obolibrary.org/obo/NCIT_C3302,NCIT,Extramammary Paget Disease,NCIT_C3302,
PARAGANGLIOMA,http://purl.obolibrary.org/obo/NCIT_C3308,NCIT,Paraganglioma,NCIT_C3308,
TISSUE NOS,http://purl.obolibrary.org/obo/NCIT_C33177,NCIT,Tissue,NCIT_C33177,
OMENTUM,http://purl.obolibrary.org/obo/NCIT_C33209,NCIT,Omentum,NCIT_C33209,
PHEOCHROMOCYTOMA,http://purl.obolibrary.org/obo/NCIT_C3326,NCIT,Adrenal Gland Pheochromocytoma,NCIT_C3326,
PCPG,http://purl.obolibrary.org/obo/NCIT_C3326<;>http://purl.obolibrary.org/obo/NCIT_C3308,NCIT,Adrenal Gland Pheochromocytoma<;>Paraganglioma,NCIT_C3326<;>NCIT_C3308,
PINEAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3328,NCIT,Pineal Region Neoplasm,NCIT_C3328,
PITUITARY ADENOMA,http://purl.obolibrary.org/obo/NCIT_C3329,NCIT,Pituitary Neuroendocrine Tumor,NCIT_C3329,
 METASTATIC SITE: PLEURAL EFFUSION,http://purl.obolibrary.org/obo/NCIT_C3331<;>http://purl.obolibrary.org/obo/NCIT_C172233,NCIT,Pleural Effusion<;>Site of Metastasis,NCIT_C3331<;>NCIT_C172233,
POLYCYTHEMIA VERA,http://purl.obolibrary.org/obo/NCIT_C3336,NCIT,Polycythemia Vera,NCIT_C3336,
POLYCYTHAEMIA VERA MYELOFIBROSIS,http://purl.obolibrary.org/obo/NCIT_C3336<;>http://purl.obolibrary.org/obo/NCIT_C3248,NCIT,Polycythemia Vera<;>Myelofibrosis,NCIT_C3336<;>NCIT_C3248,
RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C3352,NCIT,Recurrence,NCIT_C3352,
THIRD RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C3352,NCIT,Recurrence,NCIT_C3352,incomplete info
SECOND RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C3352,NCIT,Recurrence,NCIT_C3352,incomplete info
FOURTH RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C3352,NCIT,Recurrence,NCIT_C3352,incomplete info
RHABDOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C3359,NCIT,Rhabdomyosarcoma,NCIT_C3359,
RMS,http://purl.obolibrary.org/obo/NCIT_C3359,NCIT,Rhabdomyosarcoma,NCIT_C3359,
SEZARY SYNDROME,http://purl.obolibrary.org/obo/NCIT_C3366,NCIT,Sezary Syndrome,NCIT_C3366,
SEZARY_SYNDROME,http://purl.obolibrary.org/obo/NCIT_C3366,NCIT,Sezary Syndrome,NCIT_C3366,
"T-CELL, NON-HODGKINS, CUTANEOUS, SEZARY SYNDROME",http://purl.obolibrary.org/obo/NCIT_C3366,NCIT,Sezary Syndrome,NCIT_C3366,
THIGH,http://purl.obolibrary.org/obo/NCIT_C33763,NCIT,Thigh,NCIT_C33763,
SOFT TISSUE TUMOR,http://purl.obolibrary.org/obo/NCIT_C3377,NCIT,Soft Tissue Neoplasm,NCIT_C3377,
SOMATOSTATINOMA,http://purl.obolibrary.org/obo/NCIT_C3379,NCIT,Somatostatin-Producing Neuroendocrine Tumor,NCIT_C3379,
SYNOVIAL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C3400,NCIT,Synovial Sarcoma,NCIT_C3400,
SYNOVIAL_SARCOMA,http://purl.obolibrary.org/obo/NCIT_C3400,NCIT,Synovial Sarcoma,NCIT_C3400,
SARCOMA; SYNOVIAL; POORLY DIFFERENTIATED,http://purl.obolibrary.org/obo/NCIT_C3400<;>http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Synovial Sarcoma<;>Poorly Differentiated,NCIT_C3400<;>NCIT_C14167,
TERATOMA,http://purl.obolibrary.org/obo/NCIT_C3403,NCIT,Teratoma,NCIT_C3403,
ESSENTIAL THROMBOCYTHEMIA,http://purl.obolibrary.org/obo/NCIT_C3407,NCIT,Essential Thrombocythemia,NCIT_C3407,
ESSENTIAL_THROMBOCYTHAEMIA,http://purl.obolibrary.org/obo/NCIT_C3407,NCIT,Essential Thrombocythemia,NCIT_C3407,
ESSENTIAL THROMBOCYTHAEMIA,http://purl.obolibrary.org/obo/NCIT_C3407,NCIT,Essential Thrombocythemia,NCIT_C3407,
ESSENTIAL THROMBOCYTHEMIA MYELOFIBROSIS,http://purl.obolibrary.org/obo/NCIT_C3407<;>http://purl.obolibrary.org/obo/NCIT_C3248,NCIT,Essential Thrombocythemia<;>Myelofibrosis,NCIT_C3407<;>NCIT_C3248,
THYMOMA,http://purl.obolibrary.org/obo/NCIT_C3411,NCIT,Thymoma,NCIT_C3411,
THYM,http://purl.obolibrary.org/obo/NCIT_C3411,NCIT,Thymoma,NCIT_C3411,
THYMIC TUMOR,http://purl.obolibrary.org/obo/NCIT_C3412,NCIT,Thymus Neoplasm,NCIT_C3412,
OTHER UTERINE TUMOR,http://purl.obolibrary.org/obo/NCIT_C3435,NCIT,Uterine Neoplasm,NCIT_C3435,
HEAD AND NECK SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
HEAD & NECK SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
HEAD AND NECK SQUAMOUS CELL CARCINOMAÃŠ,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
SCC HEAD AND NECK,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
HEAD AND NECK SQUAMOUS CELL CARCINOMA OF UNKNOWN PRIMARY,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
HEAD AND NECK SQUAMOUS,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
HNSC,http://purl.obolibrary.org/obo/NCIT_C34447,NCIT,Head and Neck Squamous Cell Carcinoma,NCIT_C34447,
HNSC_HPV+,http://purl.obolibrary.org/obo/NCIT_C34447<;>http://purl.obolibrary.org/obo/NCIT_C128839,NCIT,Head and Neck Squamous Cell Carcinoma<;>Human Papillomavirus Positive,NCIT_C34447<;>NCIT_C128839,
HNSC_HPV-,http://purl.obolibrary.org/obo/NCIT_C34447<;>http://purl.obolibrary.org/obo/NCIT_C131488,NCIT,Head and Neck Squamous Cell Carcinoma<;>Human Papillomavirus Negative,NCIT_C34447<;>NCIT_C131488,
"HEAD & NECK SQUAMOUS CELL CARCINOMA, SPINDLE CELL VARIANT",http://purl.obolibrary.org/obo/NCIT_C34447<;>http://purl.obolibrary.org/obo/NCIT_C27084,NCIT,Head and Neck Squamous Cell Carcinoma<;>Spindle Cell Squamous Cell Carcinoma,NCIT_C34447<;>NCIT_C27084,
CARCINOSARCOMA-MALIGNANT_MESODERMAL_MIXED_TUMOUR,http://purl.obolibrary.org/obo/NCIT_C34448,NCIT,Carcinosarcoma,NCIT_C34448,
B-CELL NON-HODGKIN LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3457,NCIT,B-Cell Non-Hodgkin Lymphoma,NCIT_C3457,
B_CELL_LYMPHOMA_UNSPECIFIED,http://purl.obolibrary.org/obo/NCIT_C3457,NCIT,B-Cell Non-Hodgkin Lymphoma,NCIT_C3457,
"B-CELL, NON-HODGKINS",http://purl.obolibrary.org/obo/NCIT_C3457,NCIT,B-Cell Non-Hodgkin Lymphoma,NCIT_C3457,
B_CELL_NON_HODGKIN_LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3457,NCIT,B-Cell Non-Hodgkin Lymphoma,NCIT_C3457,
UNDIFFERENTIATED B LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3457<;>http://purl.obolibrary.org/obo/NCIT_C14176,NCIT,B-Cell Non-Hodgkin Lymphoma<;>Undifferentiated,NCIT_C3457<;>NCIT_C14176,
"B-CELL, NON-HODGKINS, MEDIASTINAL LARGE",http://purl.obolibrary.org/obo/NCIT_C3457<;>http://purl.obolibrary.org/obo/NCIT_C171037<;>http://purl.obolibrary.org/obo/NCIT_C9280,NCIT,B-Cell Non-Hodgkin Lymphoma<;>Mediastinal Non-Hodgkin Lymphoma<;>Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT_C3457<;>NCIT_C171037<;>NCIT_C9280,
"B-CELL, NON-HODGKINS, BURKITTS",http://purl.obolibrary.org/obo/NCIT_C3457<;>http://purl.obolibrary.org/obo/NCIT_C2912,NCIT,B-Cell Non-Hodgkin Lymphoma<;>Burkitt Lymphoma,NCIT_C3457<;>NCIT_C2912,
"B-CELL, NON-HODGKINS, FOLLICULAR",http://purl.obolibrary.org/obo/NCIT_C3457<;>http://purl.obolibrary.org/obo/NCIT_C3209,NCIT,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,NCIT_C3457<;>NCIT_C3209,
"B-CELL, NON-HODGKINS, MANTLE CELL",http://purl.obolibrary.org/obo/NCIT_C3457<;>http://purl.obolibrary.org/obo/NCIT_C4337,NCIT,B-Cell Non-Hodgkin Lymphoma<;>Mantle Cell Lymphoma,NCIT_C3457<;>NCIT_C4337,
"B-CELL, NON-HODGKINS, PRIMARY EFFUSION",http://purl.obolibrary.org/obo/NCIT_C3457<;>http://purl.obolibrary.org/obo/NCIT_C6915,NCIT,B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,NCIT_C3457<;>NCIT_C6915,
IMMUNOBLASTIC,http://purl.obolibrary.org/obo/NCIT_C3461,NCIT,Immunoblastic Lymphoma,NCIT_C3461,
T-CELL_LYMPHOMA_OTHER,http://purl.obolibrary.org/obo/NCIT_C3466,NCIT,T-Cell Non-Hodgkin Lymphoma,NCIT_C3466,
"T-CELL, NON-HODGKINS, CUTANEOUS",http://purl.obolibrary.org/obo/NCIT_C3467,NCIT,Cutaneous T-Cell Non-Hodgkin Lymphoma,NCIT_C3467,
